instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:2cb8b50c-327f-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,DD,None,Number,,,97,,,,,,,,,2026-04-07 12:42:01.771000
urn:ngsi-ld:attribute:instance:2cb8b5ac-327f-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 12:42:01.771000
urn:ngsi-ld:attribute:instance:2cb8b656-327f-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 12:42:01.771000
urn:ngsi-ld:attribute:instance:2cba14ba-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba15a0-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba164a-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,CEL,None,Number,,,17.2,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba16f4-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,P1,None,Number,,,36,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba179e-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,HPA,None,Number,,,882.9,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba1848-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MTS,None,Number,,,6.4,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba18e8-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,DD,None,Number,,,104,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba1988-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cba1a32-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 12:42:01.780000
urn:ngsi-ld:attribute:instance:2cbb89ee-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8ade-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8b92-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,CEL,None,Number,,,24.1,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8ce6-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,P1,None,Number,,,25,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8df4-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,HPA,None,Number,,,1016,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8ec6-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.3,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb8fac-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,DD,None,Number,,,132,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb90a6-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:2cbb9182-327f-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 12:42:01.789000
urn:ngsi-ld:attribute:instance:611ef302-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef3f2-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef4a6-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,CEL,None,Number,,,18.6,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef550-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,P1,None,Number,,,58,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef5fa-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,HPA,None,Number,,,1019.5,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef6c2-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,MTS,None,Number,,,3.7,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef7a8-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,DD,None,Number,,,4,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef884-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:611ef94c-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.669000
urn:ngsi-ld:attribute:instance:61216998-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,,None,Number,,,38.904444,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216ab0-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,,None,Number,,,-0.065,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216b6e-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,CEL,None,Number,,,18,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216c18-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,P1,None,Number,,,70,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216cea-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,HPA,None,Number,,,1020.9,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216de4-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,MTS,None,Number,,,4,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216ede-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,DD,None,Number,,,28,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61216fb0-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:61217050-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.685000
urn:ngsi-ld:attribute:instance:6138cfd4-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,,None,Number,,,38.950299,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d11e-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,,None,Number,,,-0.137697,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d222-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,CEL,None,Number,,,18.3,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d312-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,P1,None,Number,,,67,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d3ee-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,MTS,None,Number,,,3,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d4c0-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,DD,None,Number,,,45,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d592-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:6138d678-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.838000
urn:ngsi-ld:attribute:instance:613a48e6-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,,None,Number,,,38.710917,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a49e0-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,,None,Number,,,-0.460071,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4a94-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,CEL,None,Number,,,20.1,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4b3e-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,P1,None,Number,,,48,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4be8-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,MTS,None,Number,,,3.2,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4c88-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,DD,None,Number,,,58,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4d64-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613a4e68-3283-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.848000
urn:ngsi-ld:attribute:instance:613bf13c-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,,None,Number,,,39.183889,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf22c-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,,None,Number,,,-0.371389,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf3e4-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,CEL,None,Number,,,20.4,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf4de-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,P1,None,Number,,,48,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf70e-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,HPA,None,Number,,,1019.5,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf7fe-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,MTS,None,Number,,,2.4,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf8b2-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,DD,None,Number,,,70,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf952-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613bf9fc-3283-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.859000
urn:ngsi-ld:attribute:instance:613d1e04-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,,None,Number,,,39.485015,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d1eea-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,,None,Number,,,-0.474677,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d1f94-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,CEL,None,Number,,,20.3,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d2048-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,P1,None,Number,,,41,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d20f2-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,HPA,None,Number,,,1013.7,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d21a6-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,MTS,None,Number,,,3.6,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d2264-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,DD,None,Number,,,90,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d2340-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613d2430-3283-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.867000
urn:ngsi-ld:attribute:instance:613e7eca-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,,None,Number,,,39.480557,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e7fce-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,,None,Number,,,-0.366387,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e8082-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,CEL,None,Number,,,19.6,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e8136-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,P1,None,Number,,,53,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e81ea-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,MTS,None,Number,,,1.6,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e835c-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,DD,None,Number,,,111,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e844c-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 12:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613e8546-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T12:00:00+0000""}",,,,,,,2026-04-07 13:12:07.876000
urn:ngsi-ld:attribute:instance:613fe3be-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,,None,Number,,,40.362515,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe508-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,,None,Number,,,-0.454339,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe5c6-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,CEL,None,Number,,,17.2,,,,,,,,,2026-04-07 13:12:07.885000
urn:ngsi-ld:attribute:instance:613fe670-3283-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 12:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 13:12:07.885000
