instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:a495abe0-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,P1,None,Number,,,66,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495ac8a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,MTS,None,Number,,,0.9,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495ad2a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,DD,None,Number,,,73,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495add4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495ae74-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a497425c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,,None,Number,,,40.362515,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a4974342-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,,None,Number,,,-0.454339,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a49743ec-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,CEL,None,Number,,,15.3,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a4974496-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,P1,None,Number,,,43,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a4974540-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,MTS,None,Number,,,3.4,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a49745e0-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,DD,None,Number,,,167,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a497468a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a497472a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8486X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.270000
urn:ngsi-ld:attribute:instance:a498e6de-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,,None,Number,,,40.433217,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498e7d8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,,None,Number,,,-0.255675,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498e882-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,CEL,None,Number,,,17.3,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498e92c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,P1,None,Number,,,40,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498e9cc-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,HPA,None,Number,,,892.2,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498ea76-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,MTS,None,Number,,,3.7,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498eb20-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,DD,None,Number,,,108,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498ebca-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a498ec6a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.281000
urn:ngsi-ld:attribute:instance:a49a6888-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,,None,Number,,,39.95728,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a696e-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,,None,Number,,,-0.071967,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6a18-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,CEL,None,Number,,,20,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6ab8-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,P1,None,Number,,,41,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6b62-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,HPA,None,Number,,,1013.8,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6c0c-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,MTS,None,Number,,,2.5,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6cac-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,DD,None,Number,,,105,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6d56-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49a6df6-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.291000
urn:ngsi-ld:attribute:instance:a49d2afa-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,,None,Number,,,40.798426,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2bf4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,,None,Number,,,-0.315396,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2c9e-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,CEL,None,Number,,,22,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2d3e-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,P1,None,Number,,,35,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2de8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,MTS,None,Number,,,4.4,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2e92-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,DD,None,Number,,,105,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2f3c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49d2fdc-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.308000
urn:ngsi-ld:attribute:instance:a49ee642-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,,None,Number,,,40.621663,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49ee746-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,,None,Number,,,-0.101819,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49ee7fa-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,CEL,None,Number,,,15.6,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49ee8a4-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,P1,None,Number,,,49,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49ee944-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,MTS,None,Number,,,5.6,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49ee9f8-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,DD,None,Number,,,93,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49eea98-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a49eeb42-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.320000
urn:ngsi-ld:attribute:instance:a4a08bfa-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a08d62-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a08e70-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,CEL,None,Number,,,16.2,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a08f56-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,P1,None,Number,,,41,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a09032-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,HPA,None,Number,,,881.7,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a09118-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,MTS,None,Number,,,6.2,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a091f4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,DD,None,Number,,,106,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a092c6-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a093c0-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.331000
urn:ngsi-ld:attribute:instance:a4a24558-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a2467a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24756-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,CEL,None,Number,,,22.7,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24828-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,P1,None,Number,,,30,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24904-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,HPA,None,Number,,,1014.4,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a249c2-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,MTS,None,Number,,,3.3,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24a76-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,DD,None,Number,,,160,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24b16-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:a4a24bc0-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.342000
urn:ngsi-ld:attribute:instance:e8ac98bc-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,,None,Number,,,38.904444,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac99ac-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,,None,Number,,,-0.065,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9a56-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,CEL,None,Number,,,16.8,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9b00-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,P1,None,Number,,,74,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9ba0-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,HPA,None,Number,,,1019,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9c4a-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,MTS,None,Number,,,1.4,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9cf4-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,DD,None,Number,,,351,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9d94-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ac9e34-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 17:12:08.482000
urn:ngsi-ld:attribute:instance:e8ab0290-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab03da-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab0498-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,CEL,None,Number,,,19.4,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab0542-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,P1,None,Number,,,44,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab05ec-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,HPA,None,Number,,,1017.5,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab0696-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,MTS,None,Number,,,4,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab0740-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,DD,None,Number,,,350,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab07ea-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8ab088a-32a4-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 17:12:08.472000
urn:ngsi-ld:attribute:instance:e8c5c59e-32a4-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,,None,Number,,,38.950299,,,,,,,,,2026-04-07 17:12:08.647000
